rank,team,win,loss,draw,goals,conceded,points,last5,top_scorer,keeper
10.82116552968352,Crystal Palace,12.855897221855598,12.087405610931947,13.673499271285056,50.57495756351952,52.88398528831995,54.02142891856881,D D D W W,Jean-Philippe Mateta,Dean Henderson
13.931745310117051,Everton,10.42563034837003,12.553617681047562,16.488936169050206,37.3454158764506,47.874237659140064,42.691404996244174,L L D W W,Iliman Ndiaye,Jordan Pickford
13.174278607878616,Wolves,12.66954528623981,18.22141794581906,4.668599564652425,52.87179681993509,70.77500147988775,39.51172594435875,W W L L L,Matheus Cunha,José Sá
16.427695188568386,West Ham,9.621502353119961,15.664201839103313,10.256233047210499,46.794906950284926,62.11234023714885,41.368887051204894,D L D W L,Jarrod Bowen,Alphonse Areola
15.730656845010293,Manchester Utd,9.092392564303353,18.549842629691973,9.72977581700806,41.763193037097025,49.53123816571767,39.88775899446774,L D L L L,Bruno Fernandes,André Onana
17.151583242213825,Tottenham,11.976283484657731,21.014646346875367,5.412043989779032,64.10327161712144,62.723934625034765,39.416302305256565,L L D L L,Brennan Johnson,Guglielmo Vicario
16.94115772169803,Leicester City,5.753521579545032,23.228546276367908,7.586446569905353,30.819626809072584,79.55302290635466,24.050144448756466,L L W D W,Jamie Vardy,Mads Hermansen
18.24166317273738,Ipswich Town,3.679199905118209,23.006270791929314,10.483296165737768,31.84474487159771,74.98529201739062,23.992019803815182,L L D L L,Liam Delap,Arijanet Muric
18.467694664619653,Southampton,1.8022748793879821,28.514111013108195,6.0266749224010265,24.049614346942523,78.94436743577832,12.16646614989809,D L L D L,Paul Onuachu,Aaron Ramsdale
1.03899603166321,Liverpool,24.55310048737002,4.259199862217676,7.258207726185894,88.90431957950281,37.31218830875556,83.83229873753163,W W L D L,Mohamed Salah,Alisson
2.1042567488179094,Arsenal,19.86466693233315,4.017786459207508,14.066542507470519,72.77786630379397,33.65858041549466,73.31972160856527,W D L D W,Kai Havertz,David Raya
3.0652173045222115,Manchester City,21.20903885798736,9.611251776428544,7.615337839765134,71.39068149756973,47.89103530195293,65.80597787905398,W W W D W,Erling Haaland,Ederson
3.69209402590627,Newcastle Utd,19.314192252453854,10.747857032929637,5.774502208285632,69.41165517083905,43.927613452584204,60.50436905089296,L W D W L,Alexander Isak,Nick Pope
4.516974583584765,Chelsea,18.367793616581558,9.45561484896551,8.64787568093097,63.19579770012122,46.3890968234845,65.11205319888992,W W W L W,Cole Palmer,Robert Sánchez
5.4302583236135975,Aston Villa,18.368007908257468,8.985048086703959,8.138226058410858,53.013474244530656,52.623018353089535,66.98224750445608,W L W W W,Ollie Watkins,Emiliano Martínez
6.794362938764175,Nott'ham Forest,20.36957072990022,10.018137353769143,7.776265053787907,62.18855125088205,45.93356696440936,63.72118804652496,W L D D W,Chris Wood,Matz Sels
7.518648948470146,Brighton,16.452312487874988,8.445311347581494,13.680424058424649,59.11487891416393,57.961735108498424,57.86743400887344,L W D W W,"Kaoru Mitoma, Danny Welbeck...",Bart Verbruggen
8.697921080602683,Brentford,17.533184655705746,14.984362855137325,7.6486254501520445,62.357712430749494,51.12504113166201,55.0203513420807,W W W W L,"Yoane Wissa, Bryan Mbeumo",Mark Flekken
10.189462274282766,Fulham,15.271804213055466,11.773394052340704,9.828385567900941,56.683045171528796,48.50410075940089,49.377891229196926,L W L L W,Raúl Jiménez,Bernd Leno
11.707757318203585,Bournemouth,14.600390125320873,11.904854158205195,11.233472171931048,56.6727816803334,41.674515987490146,53.534257922587095,D D W L L,Justin Kluivert,Kepa Arrizabalaga
12.06132695613336,Crystal Palace,13.01570107574047,10.046093843972503,13.223774265509558,52.12294588527663,51.16510053409497,53.8463997021204,D D D W W,Jean-Philippe Mateta,Dean Henderson
12.23825923668775,Everton,9.8254645047517,10.93131950902337,14.452815443271376,38.83133888344153,43.67171826271185,46.93105468453718,L L D W W,Iliman Ndiaye,Jordan Pickford
14.848518467873077,Wolves,13.030418269148907,20.986536094038605,5.422190447671609,55.66487304003617,68.08678295021205,38.6254535130676,W W L L L,Matheus Cunha,José Sá
13.977493776821651,West Ham,10.244228490102287,16.254316194849338,10.782452442487049,47.277935069634026,65.66996253906223,41.27852336427687,D L D W L,Jarrod Bowen,Alphonse Areola
15.970584703464322,Manchester Utd,9.168660080584228,18.937286081590585,8.535613481241096,38.13315699696013,56.817207628631195,39.44915166476317,L D L L L,Bruno Fernandes,André Onana
15.964115817730361,Tottenham,11.06773261650283,21.76542107648376,5.346038598728282,56.99478406265004,65.77468113931634,38.17502522666614,L L D L L,Brennan Johnson,Guglielmo Vicario
17.485825591593148,Leicester City,6.377103714265533,25.033745963875326,6.4659497699272945,29.888227610046744,83.19874078289976,24.76952722342385,L L W D W,Jamie Vardy,Mads Hermansen
20.19362762849197,Ipswich Town,4.122975896962196,22.897874828261017,9.668655945263524,38.4452341954165,76.69655060226086,20.121543902333176,L L D L L,Liam Delap,Arijanet Muric
20.398376518662378,Southampton,1.8686363810435755,28.492428811081595,5.958258565071194,27.038952655365517,83.6687848195259,11.390991823697652,D L L D L,Paul Onuachu,Aaron Ramsdale
1.0368518498341852,Liverpool,22.66639081610738,4.246061179338391,7.863035354918809,90.33344696136002,40.53649426477351,78.34484247615823,W W L D L,Mohamed Salah,Alisson
2.1787992965432315,Arsenal,20.205171371736053,3.6141322381381413,13.377390648567035,71.56243180497219,31.29625898599607,64.05836055559183,W D L D W,Kai Havertz,David Raya
2.9245920985840685,Manchester City,19.602474045194434,9.206054057587883,7.325387590284832,66.24659691066583,42.91888812189713,63.27861962792859,W W W D W,Erling Haaland,Ederson
3.817911726934324,Newcastle Utd,18.792332476010493,10.423631564473098,6.062330807735938,74.34205434408005,44.55090437260946,72.06084570396602,L W D W L,Alexander Isak,Nick Pope
4.5142290178199875,Chelsea,17.14212290124982,9.160001770598074,9.818700636029794,60.59852688018091,39.621763342057484,64.74707106600258,W W W L W,Cole Palmer,Robert Sánchez
6.307670557196053,Aston Villa,19.233670123323666,9.699094689871087,9.241477103536708,54.27809451146233,46.44848544184376,71.72070379747093,W L W W W,Ollie Watkins,Emiliano Martínez
7.547133348685099,Nott'ham Forest,19.742715975372374,10.69215663660607,7.574946165259888,63.3032306810198,41.5221424447398,61.33413624812051,W L D D W,Chris Wood,Matz Sels
8.074950346575758,Brighton,15.796015242213793,8.59714290597688,12.461149688940443,65.45387386391091,60.29651513846312,63.181980911687056,L W D W W,"Kaoru Mitoma, Danny Welbeck...",Bart Verbruggen
8.913522808619462,Brentford,15.469133004625899,13.602630276069991,6.950292327198358,65.57178280596237,58.43204568117824,51.29301161833766,W W W W L,"Yoane Wissa, Bryan Mbeumo",Mark Flekken
10.240742916665104,Fulham,14.961735621134283,13.570986124747504,8.937617442341043,58.046604315673896,48.44625142192106,54.18932587181427,L W L L W,Raúl Jiménez,Bernd Leno
9.99033281922766,Bournemouth,13.875802971170526,12.426753607177687,11.535712487720529,55.65672019619338,46.402083802822204,54.96720397939192,D D W L L,Justin Kluivert,Kepa Arrizabalaga
11.501287041064561,Crystal Palace,14.297418456816558,11.24200348539758,14.246012724340634,46.979043758548066,46.85551334233666,56.65942970969841,D D D W W,Jean-Philippe Mateta,Dean Henderson
12.390249519272867,Everton,9.436284187085949,10.94491226398178,13.776965934525018,40.05852923325051,42.378061072528986,47.726505034352954,L L D W W,Iliman Ndiaye,Jordan Pickford
13.66002054364187,Wolves,11.557752754265543,18.885269376697565,4.565748705685986,56.5600450614874,70.44095710258462,42.43939883078306,W W L L L,Matheus Cunha,José Sá
15.218539800321365,West Ham,10.542705100233649,17.08074246324081,9.35298153124281,41.84511480639447,56.16818833310659,43.52021195482331,D L D W L,Jarrod Bowen,Alphonse Areola
15.792588972658255,Manchester Utd,10.094261545156144,16.670440102883198,8.772152678069459,39.45366465277334,51.886232518653294,39.7745387482842,L D L L L,Bruno Fernandes,André Onana
18.32743404957305,Tottenham,11.491104756807418,20.37985838502017,4.849342361023198,56.95127543791024,65.91814467637955,39.1975051265735,L L D L L,Brennan Johnson,Guglielmo Vicario
19.739080595530393,Leicester City,6.553670093837162,26.084466009926565,6.539143371820092,35.97273296964067,79.14943904307368,26.496014199522012,L L W D W,Jamie Vardy,Mads Hermansen
17.65260562692715,Ipswich Town,3.8388323560864013,24.571462908527806,10.607196802639951,36.69022245944643,85.31446393043592,19.88776829405002,L L D L L,Liam Delap,Arijanet Muric
18.03121582050941,Southampton,1.9945835058257435,29.727834682426344,6.5033071057377345,24.98969745948367,87.38774115807085,11.124329825764617,D L L D L,Paul Onuachu,Aaron Ramsdale
1.038792729871339,Liverpool,23.33480458210422,3.8679065164713307,7.717842656790912,90.0083572083856,40.377985124302384,79.55450988182919,W W L D L,Mohamed Salah,Alisson
1.9890871798632872,Arsenal,18.82344122801574,3.6301865746549713,12.636936043408898,72.27795458014933,34.92860442510357,70.35664674827234,W D L D W,Kai Havertz,David Raya
3.229595042547638,Manchester City,19.6965402809771,8.642439882913235,7.846573017561757,74.94050045061246,40.36279562052699,71.25396410738185,W W W D W,Erling Haaland,Ederson
3.7746686316973883,Newcastle Utd,18.145196818245758,10.447034690994432,5.667766728578452,63.5520699174873,46.17282479730884,66.87122838174996,L W D W L,Alexander Isak,Nick Pope
5.164586038595046,Chelsea,19.54062077127751,9.241198393922952,8.259655479905307,59.509036723407554,41.524363651706985,62.329467654349635,W W W L W,Cole Palmer,Robert Sánchez
5.415083384909112,Aston Villa,18.523022178478662,8.516260197822458,9.549072512490119,58.691584680160396,46.95181291833956,70.3443413825758,W L W W W,Ollie Watkins,Emiliano Martínez
7.513573382078157,Nott'ham Forest,17.285819051791627,10.085508808350593,7.678978296047395,59.16738135781325,47.72564148842596,58.692657449310886,W L D D W,Chris Wood,Matz Sels
8.054481656445837,Brighton,14.188253171040047,9.295625516230732,13.960437239907739,65.97591807918324,60.73058361229859,53.04588099833003,L W D W W,"Kaoru Mitoma, Danny Welbeck...",Bart Verbruggen
8.86393636934268,Brentford,17.14545421156609,13.993699101219969,7.591863953941398,68.87457936302192,52.296744738696944,50.390933552109665,W W W W L,"Yoane Wissa, Bryan Mbeumo",Mark Flekken
9.105742893955037,Fulham,15.677347684120683,13.574840694966737,8.774754638413947,49.343830012072246,57.18648603335571,58.29647056101987,L W L L W,Raúl Jiménez,Bernd Leno
11.102145852709002,Bournemouth,15.267289688028832,12.611193238006413,11.118617090811558,55.026285647906,41.81346542827254,52.17026402356144,D D W L L,Justin Kluivert,Kepa Arrizabalaga
13.082424825593709,Crystal Palace,12.467293758147028,11.760122495614125,14.282514568478902,50.99918188345324,50.82942675701473,49.34764673341211,D D D W W,Jean-Philippe Mateta,Dean Henderson
14.111785683651314,Everton,9.041006568076256,10.94155574147759,13.630270291285736,41.747003485767735,43.41310105805969,41.11898223230972,L L D W W,Iliman Ndiaye,Jordan Pickford
13.152749070102193,Wolves,13.110773340871557,18.654899156401537,4.748685238726424,54.08926995967441,63.41016373749808,39.16856130241981,W W L L L,Matheus Cunha,José Sá
15.863099809934516,West Ham,9.199332882372588,15.986909915906717,10.405333948291666,43.27699880155738,66.39974258791368,36.77429114942213,D L D W L,Jarrod Bowen,Alphonse Areola
16.907207838174873,Manchester Utd,9.993327398771926,17.987096026343167,9.438853042613946,43.35192954040643,57.95643818325812,36.02074993866939,L D L L L,Bruno Fernandes,André Onana
16.95554942649858,Tottenham,11.95984810162459,22.313713006568072,4.573396502644539,62.31432875843273,63.26775183848714,36.81553143100278,L L D L L,Brennan Johnson,Guglielmo Vicario
19.032565650076748,Leicester City,5.6419762405938405,23.46470392030206,6.724396416463058,35.88104396970489,82.55601185331811,24.717533151445053,L L W D W,Jamie Vardy,Mads Hermansen
18.281327053342718,Ipswich Town,4.064391665280503,24.021037769883705,9.768598152412597,38.06056450793422,78.60362610144853,22.664040030610273,L L D L L,Liam Delap,Arijanet Muric
21.630789941671836,Southampton,2.0087846661462967,27.96045077358036,6.471480594802978,25.472689230645006,76.64138029583333,11.166470094253404,D L L D L,Paul Onuachu,Aaron Ramsdale
1.0679582084551729,Liverpool,22.777224420798515,3.6576234789497652,8.627708879654303,87.05441227084867,36.069474580855925,79.21360096952606,W W L D L,Mohamed Salah,Alisson
2.1065415444209967,Arsenal,17.616501974547923,4.334142835315246,12.979927370711271,63.08058954626231,35.8871112094086,70.99921837909933,W D L D W,Kai Havertz,David Raya
2.9148010038730456,Manchester City,19.611226350259617,9.025842644099848,8.377259963835922,74.860239175737,42.03011920474113,73.51830443352512,W W W D W,Erling Haaland,Ederson
3.8137155228898956,Newcastle Utd,21.228819263868488,11.5397610687606,6.343838846322528,72.0649073841738,43.42698875642402,60.226876083053035,L W D W L,Alexander Isak,Nick Pope
4.702837196719112,Chelsea,18.693892194563233,9.394726045399041,8.401508446697441,59.56368575793195,43.72039008104255,60.181761282843276,W W W L W,Cole Palmer,Robert Sánchez
6.281160288454579,Aston Villa,19.24428379986057,9.147891656514263,9.675053460705676,59.40540208744858,52.36364126920037,60.79725734455226,W L W W W,Ollie Watkins,Emiliano Martínez
7.459553627688748,Nott'ham Forest,17.631162410162325,9.223419787699356,7.636163038682423,56.40503060358909,42.20276305264169,59.44797790914989,W L D D W,Chris Wood,Matz Sels
7.215303586793076,Brighton,15.215432737236158,9.040629788500654,12.761353453008187,65.27803311281855,60.16494032512283,60.292754493722896,L W D W W,"Kaoru Mitoma, Danny Welbeck...",Bart Verbruggen
8.76199125014728,Brentford,14.949676836773719,12.759678691648448,7.173747923700383,70.9246702959735,55.910836456946,54.70769536567455,W W W W L,"Yoane Wissa, Bryan Mbeumo",Mark Flekken
10.124955232210562,Fulham,13.573140534001578,13.176711207452144,9.307329482362118,52.87402981314218,47.31788477097342,53.0103741786818,L W L L W,Raúl Jiménez,Bernd Leno
10.484442195539076,Bournemouth,15.181688085044932,11.410653975397466,12.075507858875559,50.69290950801311,46.51574591096587,50.47408906308991,D D W L L,Justin Kluivert,Kepa Arrizabalaga
12.95405634632917,Crystal Palace,13.286090109559408,11.19086431232984,13.354542665218855,49.68989232292192,53.88529222576089,48.09866161802914,D D D W W,Jean-Philippe Mateta,Dean Henderson
13.59510085093558,Everton,9.544033666038372,12.835912465085839,16.153613190454003,41.918545256697804,43.50196143033464,46.81207462909308,L L D W W,Iliman Ndiaye,Jordan Pickford
12.665902668134697,Wolves,11.607563173989728,19.448135657334433,5.316783110451793,47.99849859421951,73.93707946096448,42.2382202441428,W W L L L,Matheus Cunha,José Sá
16.358631216714176,West Ham,10.447398418387381,16.06178631558406,10.149757457360188,39.157349982024826,62.327040596022385,38.02656720623899,D L D W L,Jarrod Bowen,Alphonse Areola
17.044838814294103,Manchester Utd,10.432854852892374,16.49995147058496,9.060864116257694,40.426734285923516,58.26004841865406,37.41775438563691,L D L L L,Bruno Fernandes,André Onana
17.10237870208382,Tottenham,10.743731172087582,21.302524757559883,4.712549645850408,60.64095257888097,64.60004562370925,34.21459450929034,L L D L L,Brennan Johnson,Guglielmo Vicario
19.582875139531232,Leicester City,5.61840235402984,23.443392591388985,6.702634815206649,35.671676866899375,82.89523002581943,26.82903646464804,L L W D W,Jamie Vardy,Mads Hermansen
18.17102870187364,Ipswich Town,3.9543123215125715,22.087956547048535,10.087843497398886,32.405916829009755,85.9332300097773,22.75512087946828,L L D L L,Liam Delap,Arijanet Muric
21.791674565521944,Southampton,2.077419620209482,29.746819927569952,6.027032002164932,25.38728042237064,77.84230293322912,12.968280670694925,D L L D L,Paul Onuachu,Aaron Ramsdale
0.9399699770151686,Liverpool,25.60141056206823,3.885104165972611,8.675210127865322,92.61971854871511,40.214428529928725,85.99950748833741,W W L D L,Mohamed Salah,Alisson
2.0718906809073627,Arsenal,20.686987009761854,4.30339873304429,15.347214282587188,70.22712195110309,30.5445451143603,72.8377242479851,W D L D W,Kai Havertz,David Raya
3.175385633800881,Manchester City,19.214846098683058,8.14708565658755,8.159445426022103,69.57455369257107,40.58535619005327,72.41448245260574,W W W D W,Erling Haaland,Ederson
4.37714516970801,Newcastle Utd,20.24939896081819,11.741247972125288,6.548804562110444,73.40427744852319,47.98311151827481,68.1687002910587,L W D W L,Alexander Isak,Nick Pope
4.619690393459301,Chelsea,18.725678438874375,9.778310878454604,8.185608658850917,63.16537739859125,45.826139255271,71.78456945327963,W W W L W,Cole Palmer,Robert Sánchez
6.570409237883569,Aston Villa,19.41439743504067,8.658609262567419,8.671591214428462,55.730427993238145,47.965236627347764,72.23478315349915,W L W W W,Ollie Watkins,Emiliano Martínez
6.610202744135514,Nott'ham Forest,20.313574713055047,9.431335218912944,8.36938237522628,54.11208059441763,42.779409140803324,60.275381321051576,W L D D W,Chris Wood,Matz Sels
7.5468219273881765,Brighton,16.365186400705184,9.743142180160064,13.872843398422969,63.87267947294974,56.84528174069437,54.243710039849844,L W D W W,"Kaoru Mitoma, Danny Welbeck...",Bart Verbruggen
9.162274528528176,Brentford,15.234922618604532,12.815499284843565,6.652193368714977,62.17186298032392,56.28735469836951,59.48823506881576,W W W W L,"Yoane Wissa, Bryan Mbeumo",Mark Flekken
10.577619928578542,Fulham,15.594887346601752,14.241550187353997,9.59473572930916,56.422120652877,53.27840519135803,50.528467281026494,L W L L W,Raúl Jiménez,Bernd Leno
11.039864743031895,Bournemouth,15.391052253700728,11.31947647121951,10.599919025223377,51.63721742241042,43.09347903212732,57.640954608388995,D D W L L,Justin Kluivert,Kepa Arrizabalaga
10.876548950870639,Crystal Palace,11.859550862890645,11.14378549174861,13.153095724528885,47.247044817190606,53.29047545099939,47.92791918878209,D D D W W,Jean-Philippe Mateta,Dean Henderson
12.7673747151594,Everton,9.51135284479692,11.328431062983645,15.577423967525263,41.99906690109651,44.668363868710124,47.08951016705736,L L D W W,Iliman Ndiaye,Jordan Pickford
12.849565823853183,Wolves,11.405977828419655,21.376015836201688,5.109715397750722,48.44073128478902,64.51330622227728,40.54157521000279,W W L L L,Matheus Cunha,José Sá
14.31328758141749,West Ham,10.764998652488423,17.260951351650476,9.933860569250184,45.816205387899196,60.113595555068045,37.132450020088925,D L D W L,Jarrod Bowen,Alphonse Areola
16.20455904349315,Manchester Utd,9.4931994649722,16.420205071959522,9.211267241042508,41.589181439443706,59.18980375063521,42.23367864880174,L D L L L,Bruno Fernandes,André Onana
16.4733872506447,Tottenham,11.94158995668838,19.95084529722438,4.69917972632434,62.40107873557635,60.96411033810222,40.400686851308855,L L D L L,Brennan Johnson,Guglielmo Vicario
18.933478193424683,Leicester City,6.302334885595823,22.102361111377174,6.968657752322803,32.991697963408576,74.79108993368722,25.951625573757514,L L W D W,Jamie Vardy,Mads Hermansen
17.432132388341174,Ipswich Town,4.1830545402438055,24.495543556632732,10.278640381311167,32.939631441666464,77.66046388267907,22.406657465302246,L L D L L,Liam Delap,Arijanet Muric
19.820682280994117,Southampton,1.920850752704738,29.137719416704094,6.1980095216776725,24.07290822760129,90.18950204812012,10.970326587873565,D L L D L,Paul Onuachu,Aaron Ramsdale
0.9094232201439348,Liverpool,22.9184038380657,3.9529137136322836,7.278826226547379,92.93544940514725,43.72696464567624,82.9826302119146,W W L D L,Mohamed Salah,Alisson
2.0784837781687115,Arsenal,20.72527928781035,3.6821106052819896,12.983424530598194,67.52967571732637,32.98761228847216,75.16434796021655,W D L D W,Kai Havertz,David Raya
3.2790018431150405,Manchester City,20.042368045051425,9.552279879716565,8.428938613512049,63.97398607619799,42.902792159111414,72.32387397800612,W W W D W,Erling Haaland,Ederson
3.7465746402590785,Newcastle Utd,21.231629397433597,10.062599021196377,5.496607905216483,68.03325070177092,46.85917782078313,70.93687208813854,L W D W L,Alexander Isak,Nick Pope
5.255455884061955,Chelsea,18.896873171290093,8.796225642279607,8.853062508651504,61.875575645326236,46.92312823925909,61.73855049134395,W W W L W,Cole Palmer,Robert Sánchez
5.458435113116089,Aston Villa,18.44701512342829,8.79415066946053,9.712616996853631,52.204953820331646,51.0011903260793,71.34423619069807,W L W W W,Ollie Watkins,Emiliano Martínez
6.916296947497616,Nott'ham Forest,18.869876518473955,9.791435656883852,8.168178617566202,54.64404901181431,46.55113488935954,61.01828580288787,W L D D W,Chris Wood,Matz Sels
8.019669702223737,Brighton,16.158389245901777,8.69999793792834,12.128079193391525,56.94786564025693,57.07050659264347,57.28370298947211,L W D W W,"Kaoru Mitoma, Danny Welbeck...",Bart Verbruggen
8.315356212772919,Brentford,14.986563868844812,14.50400657744847,6.591055247079143,59.93956974828047,60.90492737162572,58.76405392086956,W W W W L,"Yoane Wissa, Bryan Mbeumo",Mark Flekken
10.911261769246769,Fulham,16.370309131633856,12.302057951549097,8.455306171651157,56.34487743056545,55.23956234471434,53.525719760863,L W L L W,Raúl Jiménez,Bernd Leno
11.936592730592643,Bournemouth,14.54746786652358,11.150876260778798,10.651872175832546,54.093174952579346,48.446873792141844,53.43691306179743,D D W L L,Justin Kluivert,Kepa Arrizabalaga
10.869073511558003,Crystal Palace,14.287140168410021,11.533979899059503,12.156175663450451,50.77745440545832,51.76346078839408,54.75849156296057,D D D W W,Jean-Philippe Mateta,Dean Henderson
13.9231555777458,Everton,9.146959126464976,11.710896073235947,13.847386941295492,38.08738481164475,41.17755380936861,41.71060053633845,L L D W W,Iliman Ndiaye,Jordan Pickford
12.754460726746114,Wolves,12.89011920859101,19.032484801664488,4.533658195646114,51.34291591518003,64.79711438189386,40.63805377465691,W W L L L,Matheus Cunha,José Sá
15.941924387111898,West Ham,10.315240536137305,18.38295663689302,10.171773719562406,46.61613363071895,58.95630227449111,38.61528162667488,D L D W L,Jarrod Bowen,Alphonse Areola
15.132948244768748,Manchester Utd,10.6870357066942,19.387245282273952,9.765570262279393,44.77702857914768,57.508470684422264,37.60085648310728,L D L L L,Bruno Fernandes,André Onana
15.730250428487851,Tottenham,10.913563489814713,20.679791531267828,4.557393644109165,62.221545911692225,62.793037162285685,34.58988908508942,L L D L L,Brennan Johnson,Guglielmo Vicario
16.61902627258412,Leicester City,5.446318082160017,24.295181479354135,7.267219750880669,29.986824592899755,70.6692953145963,22.592293120017544,L L W D W,Jamie Vardy,Mads Hermansen
18.884918260036038,Ipswich Town,3.6454297895915815,25.04341992839664,9.493107167630244,33.39610411273542,83.91828745032443,21.478744209953945,L L D L L,Liam Delap,Arijanet Muric
20.382665338557054,Southampton,1.9333644891767787,27.242521166975273,6.03535910796784,22.52133610186844,76.807581694564,12.82305063394016,D L L D L,Paul Onuachu,Aaron Ramsdale
0.9771176224167342,Liverpool,25.584403979028803,3.9566747716047397,8.565097590429676,86.02166522289043,38.34996469101766,82.12933616227323,W W L D L,Mohamed Salah,Alisson
2.1832211364186715,Arsenal,19.808830378170118,3.7579881198502654,12.966341450425837,68.79621743363849,32.10542667021205,78.07140328252228,W D L D W,Kai Havertz,David Raya
2.8308100942963925,Manchester City,21.367212129311604,9.542055456799055,8.780055912760083,72.44927028581502,43.772844263328096,62.915617261258035,W W W D W,Erling Haaland,Ederson
3.8332353099819825,Newcastle Utd,21.0177444753632,11.353133685408322,6.054180309151921,66.64351933223543,42.181710932661694,63.56566424097365,L W D W L,Alexander Isak,Nick Pope
5.4312143619920485,Chelsea,17.414221702341468,9.796478157825787,8.425449642701892,67.22875561572246,47.235364961611744,60.666170287890445,W W W L W,Cole Palmer,Robert Sánchez
6.521887896441557,Aston Villa,20.149794273040975,9.72800062595271,8.768233829178039,63.05876405947864,50.05437958340183,70.10319451274773,W L W W W,Ollie Watkins,Emiliano Martínez
6.352843039893712,Nott'ham Forest,19.673407301621328,9.476827070657938,8.574599209519551,63.43498044017957,49.03257392707367,71.12187669877059,W L D D W,Chris Wood,Matz Sels
8.02232063401542,Brighton,15.606798532829353,8.789742548175902,13.693663817480841,66.84620506017615,60.385674398940864,63.79384459849595,L W D W W,"Kaoru Mitoma, Danny Welbeck...",Bart Verbruggen
8.655158103008018,Brentford,15.649810663275593,13.486867566348247,6.856151245838449,63.85347788594768,53.24277711467616,53.00289051559637,W W W W L,"Yoane Wissa, Bryan Mbeumo",Mark Flekken
10.921202120240201,Fulham,14.599671207424906,11.749483408807695,9.55257900987933,59.26132553753478,56.967066934625564,54.51042617542531,L W L L W,Raúl Jiménez,Bernd Leno
10.164355805491068,Bournemouth,15.385169344729913,11.286084211900054,11.528991557679621,59.883598756216884,47.742479439139146,55.715929791346014,D D W L L,Justin Kluivert,Kepa Arrizabalaga
11.90064433428348,Crystal Palace,13.836539559152829,11.649336614644044,12.666722048662116,46.7783136942385,48.24239321854263,50.06922233088833,D D D W W,Jean-Philippe Mateta,Dean Henderson
12.95654353682508,Everton,10.050932373264335,11.93197886603879,15.72338932742837,39.70573272102587,44.103792558728145,47.76370749638178,L L D W W,Iliman Ndiaye,Jordan Pickford
12.814146728274832,Wolves,11.981987591263435,19.878323805541747,5.311324952538347,50.154716335837726,63.622466988628645,41.51998737008831,W W L L L,Matheus Cunha,José Sá
16.114916198072848,West Ham,9.39236294979523,18.074119685169627,10.790069891713843,45.21112667365136,56.20180578235947,38.433576598660515,D L D W L,Jarrod Bowen,Alphonse Areola
16.745920516662235,Manchester Utd,9.800294691559904,16.925131099725988,8.999379605253162,38.682336586286745,53.413214254051404,37.10130106895044,L D L L L,Bruno Fernandes,André Onana
16.66710194531427,Tottenham,10.109655787325032,19.05656638482766,5.401533709992528,67.15218138580236,57.73591587016237,36.691653242672466,L L D L L,Brennan Johnson,Guglielmo Vicario
16.86691192053657,Leicester City,6.201792453052066,24.04836125708971,7.330375688268872,30.250890555156076,79.56826981852849,24.227119833022147,L L W D W,Jamie Vardy,Mads Hermansen
20.67985808308029,Ipswich Town,4.077205740744762,22.08689839375782,10.406482183923435,35.00678386145703,83.09136114748928,20.233369491397013,L L D L L,Liam Delap,Arijanet Muric
19.3555719154206,Southampton,1.8232076229088146,27.656684838101263,5.434390799676939,23.94829990876145,83.24743710262725,11.76886984702211,D L L D L,Paul Onuachu,Aaron Ramsdale
0.9360196554839572,Liverpool,22.99433095481726,4.01480895870789,7.922480241004003,93.28991160198075,41.86053171555805,76.41911774738536,W W L D L,Mohamed Salah,Alisson
1.864312248375605,Arsenal,19.94033209512619,3.7482593061735927,14.65367325365586,64.31271609762899,34.544921194669406,66.30751829627427,W D L D W,Kai Havertz,David Raya
2.9817774626924574,Manchester City,21.476116616487786,9.596253521238891,7.475431727655957,67.57894340451546,44.7837914657588,73.08016554898344,W W W D W,Erling Haaland,Ederson
3.8811292457874167,Newcastle Utd,21.822742072708408,11.08804025458206,6.271348121240134,72.82455715012782,43.82217157550157,65.64975338725228,L W D W L,Alexander Isak,Nick Pope
4.913332920580191,Chelsea,18.742522866606535,9.449496097397954,9.004555176234796,58.68165217857125,41.95136769431356,67.5417428649746,W W W L W,Cole Palmer,Robert Sánchez
5.485270460284843,Aston Villa,19.899680681485105,9.250020381836691,8.265626821927308,57.33852593516928,53.876585829486054,63.70653933470394,W L W W W,Ollie Watkins,Emiliano Martínez
6.775288936124205,Nott'ham Forest,20.305854280122595,9.622544574587184,8.79144570668494,52.794772411406115,40.83296103049552,64.99062811027756,W L D D W,Chris Wood,Matz Sels
7.251950916337835,Brighton,15.323464950572648,9.752474424571746,12.542050010253377,58.01471872255116,59.345169841943104,52.90834529520567,L W D W W,"Kaoru Mitoma, Danny Welbeck...",Bart Verbruggen
9.836360165399206,Brentford,16.29363060935507,13.802695863654591,6.8216207277660725,60.14355495000089,52.87315165389995,58.86483725807494,W W W W L,"Yoane Wissa, Bryan Mbeumo",Mark Flekken
9.947484587932644,Fulham,14.551060455530239,13.254345260815354,9.396781181550095,54.021495530730284,48.98602417345106,51.745366982492996,L W L L W,Raúl Jiménez,Bernd Leno
12.039999514808699,Bournemouth,14.001099697613752,12.215000671021148,11.975558358074,60.737938254638784,47.898238188168406,50.73348834084003,D D W L L,Justin Kluivert,Kepa Arrizabalaga
