match_id,home_team,away_team,home_goals,away_goals,attendance,stadium,referee,date
2633,Team B,Team F,1,4,30313,Stadium Z,Ref B,2025-04-20 16:00:00
2634,Team A,Team G,4,4,43333,Stadium Z,Ref C,2025-04-20 17:00:00
2635,Team D,Team H,4,1,25965,Stadium Y,Ref A,2025-04-20 18:00:00
2636,Team C,Team G,0,1,64084,Stadium Y,Ref C,2025-04-20 19:00:00
2637,Team A,Team E,2,2,34815,Stadium Z,Ref A,2025-04-20 20:00:00
2638,Team C,Team F,3,0,34845,Stadium Y,Ref B,2025-04-20 21:00:00
2639,Team B,Team E,4,5,29333,Stadium Z,Ref A,2025-04-20 22:00:00
2640,Team C,Team F,5,0,28505,Stadium Y,Ref C,2025-04-20 23:00:00
2641,Team C,Team H,5,2,36774,Stadium X,Ref B,2025-04-21 00:00:00
2642,Team D,Team H,2,4,74557,Stadium Y,Ref B,2025-04-21 01:00:00
2643,Team B,Team E,5,5,62161,Stadium Y,Ref B,2025-04-21 02:00:00
2644,Team C,Team F,1,4,42620,Stadium X,Ref C,2025-04-21 03:00:00
2645,Team A,Team E,1,0,39166,Stadium Y,Ref B,2025-04-21 04:00:00
2646,Team A,Team H,5,1,28522,Stadium Z,Ref B,2025-04-21 05:00:00
2647,Team D,Team E,0,4,29114,Stadium X,Ref C,2025-04-21 06:00:00
2648,Team D,Team G,4,1,35560,Stadium Z,Ref B,2025-04-21 07:00:00
2649,Team B,Team E,4,0,76875,Stadium X,Ref B,2025-04-21 08:00:00
2650,Team C,Team E,5,0,71422,Stadium Y,Ref B,2025-04-21 09:00:00
2651,Team D,Team F,5,1,25507,Stadium Y,Ref B,2025-04-21 10:00:00
2652,Team C,Team G,2,5,31915,Stadium Y,Ref A,2025-04-21 11:00:00
2653,Team D,Team G,2,1,41535,Stadium X,Ref A,2025-04-21 12:00:00
2654,Team C,Team E,0,5,47083,Stadium Y,Ref C,2025-04-21 13:00:00
2655,Team A,Team F,0,1,21657,Stadium Y,Ref C,2025-04-21 14:00:00
2656,Team A,Team H,3,2,10475,Stadium X,Ref A,2025-04-21 15:00:00
2657,Team B,Team G,3,3,74131,Stadium Z,Ref C,2025-04-21 16:00:00
2658,Team B,Team H,2,1,71682,Stadium X,Ref C,2025-04-21 17:00:00
2659,Team A,Team H,2,5,46460,Stadium Z,Ref B,2025-04-21 18:00:00
2660,Team A,Team F,0,4,24589,Stadium Y,Ref C,2025-04-21 19:00:00
2661,Team D,Team H,5,1,77802,Stadium X,Ref C,2025-04-21 20:00:00
2662,Team A,Team H,4,0,37714,Stadium Z,Ref B,2025-04-21 21:00:00
2663,Team D,Team E,1,0,15252,Stadium Z,Ref A,2025-04-21 22:00:00
2664,Team D,Team F,1,4,72839,Stadium Y,Ref B,2025-04-21 23:00:00
2665,Team D,Team H,3,1,54631,Stadium Y,Ref C,2025-04-22 00:00:00
2666,Team A,Team G,4,4,33589,Stadium Y,Ref C,2025-04-22 01:00:00
2667,Team C,Team E,0,5,59980,Stadium X,Ref A,2025-04-22 02:00:00
2668,Team C,Team H,1,5,44103,Stadium X,Ref A,2025-04-22 03:00:00
2669,Team B,Team E,5,2,61234,Stadium X,Ref A,2025-04-22 04:00:00
2670,Team B,Team G,0,0,32334,Stadium X,Ref A,2025-04-22 05:00:00
2671,Team D,Team E,1,2,24021,Stadium Y,Ref C,2025-04-22 06:00:00
2672,Team D,Team H,2,3,62243,Stadium Y,Ref A,2025-04-22 07:00:00
2673,Team A,Team G,3,2,54955,Stadium X,Ref B,2025-04-22 08:00:00
2674,Team A,Team E,2,3,23618,Stadium Y,Ref B,2025-04-22 09:00:00
2675,Team A,Team H,1,1,26526,Stadium Y,Ref B,2025-04-22 10:00:00
2676,Team D,Team G,3,5,53750,Stadium X,Ref A,2025-04-22 11:00:00
2677,Team D,Team E,2,0,39740,Stadium X,Ref A,2025-04-22 12:00:00
2678,Team A,Team G,4,1,12981,Stadium Y,Ref C,2025-04-22 13:00:00
2679,Team C,Team F,5,4,17330,Stadium Y,Ref C,2025-04-22 14:00:00
2680,Team D,Team H,4,0,14056,Stadium Y,Ref C,2025-04-22 15:00:00
2681,Team B,Team G,4,0,27033,Stadium Y,Ref A,2025-04-22 16:00:00
2682,Team C,Team E,5,1,26455,Stadium Y,Ref B,2025-04-22 17:00:00
2683,Team D,Team E,1,3,16268,Stadium X,Ref C,2025-04-22 18:00:00
2684,Team A,Team F,3,1,14802,Stadium Y,Ref C,2025-04-22 19:00:00
2685,Team B,Team H,4,0,59969,Stadium X,Ref C,2025-04-22 20:00:00
2686,Team A,Team E,5,3,12119,Stadium X,Ref C,2025-04-22 21:00:00
2687,Team C,Team E,0,4,22468,Stadium Y,Ref A,2025-04-22 22:00:00
2688,Team B,Team F,5,2,63605,Stadium X,Ref C,2025-04-22 23:00:00
2689,Team C,Team E,3,3,37733,Stadium Z,Ref C,2025-04-23 00:00:00
2690,Team A,Team E,2,1,31937,Stadium Z,Ref C,2025-04-23 01:00:00
2691,Team A,Team G,4,5,10704,Stadium Z,Ref B,2025-04-23 02:00:00
2692,Team C,Team F,3,4,63713,Stadium Y,Ref A,2025-04-23 03:00:00
2693,Team D,Team G,0,5,54741,Stadium Z,Ref C,2025-04-23 04:00:00
2694,Team A,Team H,1,5,16357,Stadium Y,Ref C,2025-04-23 05:00:00
2695,Team A,Team G,3,3,48089,Stadium X,Ref A,2025-04-23 06:00:00
2696,Team D,Team G,4,4,26250,Stadium Y,Ref C,2025-04-23 07:00:00
2697,Team D,Team E,3,3,55284,Stadium Z,Ref A,2025-04-23 08:00:00
2698,Team C,Team G,4,0,63630,Stadium X,Ref B,2025-04-23 09:00:00
2699,Team A,Team G,1,3,73921,Stadium Y,Ref C,2025-04-23 10:00:00
2700,Team A,Team E,4,5,64234,Stadium X,Ref A,2025-04-23 11:00:00
2701,Team A,Team H,3,3,48755,Stadium X,Ref A,2025-04-23 12:00:00
2702,Team B,Team E,1,0,35502,Stadium Z,Ref A,2025-04-23 13:00:00
2703,Team C,Team E,1,0,42199,Stadium Z,Ref A,2025-04-23 14:00:00
2704,Team B,Team F,0,1,69418,Stadium Y,Ref A,2025-04-23 15:00:00
2705,Team C,Team H,2,2,45078,Stadium Y,Ref C,2025-04-23 16:00:00
2706,Team C,Team F,2,3,27455,Stadium X,Ref B,2025-04-23 17:00:00
2707,Team A,Team E,0,0,42563,Stadium X,Ref B,2025-04-23 18:00:00
2708,Team A,Team E,1,4,16163,Stadium Z,Ref A,2025-04-23 19:00:00
2709,Team A,Team G,1,3,58125,Stadium Y,Ref C,2025-04-23 20:00:00
2710,Team C,Team E,1,1,17419,Stadium Y,Ref C,2025-04-23 21:00:00
2711,Team A,Team H,4,1,11699,Stadium Y,Ref B,2025-04-23 22:00:00
2712,Team B,Team F,1,3,46256,Stadium Z,Ref C,2025-04-23 23:00:00
2713,Team B,Team H,1,3,22149,Stadium Z,Ref B,2025-04-24 00:00:00
2714,Team B,Team H,5,5,79843,Stadium Y,Ref C,2025-04-24 01:00:00
2715,Team B,Team E,4,0,48401,Stadium Y,Ref B,2025-04-24 02:00:00
2716,Team C,Team H,5,0,70642,Stadium Y,Ref A,2025-04-24 03:00:00
2717,Team D,Team F,5,5,23301,Stadium Y,Ref B,2025-04-24 04:00:00
2718,Team B,Team F,3,2,18159,Stadium Y,Ref B,2025-04-24 05:00:00
2719,Team A,Team F,0,3,11961,Stadium Y,Ref B,2025-04-24 06:00:00
2720,Team A,Team G,2,0,32874,Stadium Z,Ref B,2025-04-24 07:00:00
2721,Team B,Team E,0,2,60543,Stadium X,Ref A,2025-04-24 08:00:00
2722,Team B,Team F,1,5,76185,Stadium X,Ref C,2025-04-24 09:00:00
2723,Team A,Team E,3,2,17096,Stadium Y,Ref A,2025-04-24 10:00:00
2724,Team C,Team G,5,2,75835,Stadium X,Ref C,2025-04-24 11:00:00
2725,Team A,Team F,4,5,58972,Stadium X,Ref B,2025-04-24 12:00:00
2726,Team A,Team G,0,4,60775,Stadium Y,Ref C,2025-04-24 13:00:00
2727,Team A,Team F,5,3,61230,Stadium Y,Ref A,2025-04-24 14:00:00
2728,Team C,Team H,3,5,26830,Stadium Z,Ref C,2025-04-24 15:00:00
2729,Team D,Team G,4,0,29862,Stadium Z,Ref B,2025-04-24 16:00:00
2730,Team C,Team G,0,3,16814,Stadium X,Ref B,2025-04-24 17:00:00
2731,Team A,Team H,4,2,45907,Stadium Z,Ref C,2025-04-24 18:00:00
2732,Team B,Team E,1,2,55434,Stadium X,Ref B,2025-04-24 19:00:00
2733,Team A,Team G,4,5,69711,Stadium X,Ref A,2025-04-24 20:00:00
2734,Team B,Team H,0,2,18557,Stadium Y,Ref B,2025-04-24 21:00:00
2735,Team B,Team G,0,3,53822,Stadium Y,Ref A,2025-04-24 22:00:00
2736,Team B,Team F,2,4,12243,Stadium Y,Ref B,2025-04-24 23:00:00
2737,Team B,Team G,5,3,16808,Stadium X,Ref C,2025-04-25 00:00:00
2738,Team C,Team F,5,3,11605,Stadium X,Ref C,2025-04-25 01:00:00
2739,Team B,Team F,3,4,37575,Stadium Z,Ref A,2025-04-25 02:00:00
2740,Team C,Team G,3,3,18965,Stadium Y,Ref A,2025-04-25 03:00:00
2741,Team A,Team G,5,5,66248,Stadium Y,Ref B,2025-04-25 04:00:00
2742,Team A,Team G,5,1,29352,Stadium Y,Ref B,2025-04-25 05:00:00
2743,Team C,Team H,0,0,15659,Stadium Y,Ref B,2025-04-25 06:00:00
2744,Team D,Team H,0,3,36401,Stadium Z,Ref C,2025-04-25 07:00:00
2745,Team A,Team E,2,4,66552,Stadium Z,Ref A,2025-04-25 08:00:00
2746,Team B,Team F,0,1,11180,Stadium Y,Ref C,2025-04-25 09:00:00
2747,Team C,Team H,3,2,13775,Stadium Z,Ref C,2025-04-25 10:00:00
2748,Team D,Team G,5,3,13736,Stadium X,Ref C,2025-04-25 11:00:00
2749,Team A,Team H,5,5,39765,Stadium Y,Ref A,2025-04-25 12:00:00
2750,Team C,Team F,1,0,24547,Stadium Z,Ref B,2025-04-25 13:00:00
2751,Team D,Team E,1,0,38854,Stadium Y,Ref C,2025-04-25 14:00:00
2752,Team A,Team G,0,3,72684,Stadium Z,Ref B,2025-04-25 15:00:00
2753,Team B,Team E,0,3,49721,Stadium Z,Ref A,2025-04-25 16:00:00
2754,Team D,Team H,2,4,42289,Stadium X,Ref C,2025-04-25 17:00:00
2755,Team D,Team G,0,5,48586,Stadium Z,Ref C,2025-04-25 18:00:00
2756,Team A,Team F,0,5,23345,Stadium X,Ref A,2025-04-25 19:00:00
2757,Team A,Team F,5,5,64315,Stadium Z,Ref C,2025-04-25 20:00:00
2758,Team D,Team G,1,2,12467,Stadium Z,Ref C,2025-04-25 21:00:00
2759,Team B,Team F,4,2,26697,Stadium Y,Ref B,2025-04-25 22:00:00
2760,Team D,Team F,2,1,68329,Stadium Y,Ref C,2025-04-25 23:00:00
2761,Team A,Team F,3,1,78184,Stadium Y,Ref B,2025-04-26 00:00:00
2762,Team D,Team H,0,3,30908,Stadium Z,Ref C,2025-04-26 01:00:00
2763,Team C,Team H,1,3,58788,Stadium Y,Ref A,2025-04-26 02:00:00
2764,Team A,Team E,1,2,25012,Stadium X,Ref C,2025-04-26 03:00:00
2765,Team C,Team G,4,2,47959,Stadium X,Ref B,2025-04-26 04:00:00
2766,Team D,Team G,3,2,75089,Stadium Y,Ref C,2025-04-26 05:00:00
2767,Team B,Team G,1,3,26250,Stadium Z,Ref A,2025-04-26 06:00:00
2768,Team B,Team E,4,3,35555,Stadium X,Ref A,2025-04-26 07:00:00
2769,Team D,Team H,5,1,15921,Stadium Z,Ref B,2025-04-26 08:00:00
2770,Team B,Team G,1,5,26788,Stadium Y,Ref B,2025-04-26 09:00:00
2771,Team D,Team F,2,5,69873,Stadium Y,Ref C,2025-04-26 10:00:00
2772,Team D,Team H,2,5,63082,Stadium Z,Ref A,2025-04-26 11:00:00
2773,Team C,Team F,1,2,75207,Stadium Y,Ref A,2025-04-26 12:00:00
2774,Team B,Team E,0,4,32375,Stadium X,Ref B,2025-04-26 13:00:00
2775,Team B,Team F,5,3,68300,Stadium X,Ref A,2025-04-26 14:00:00
2776,Team B,Team H,3,0,55837,Stadium Y,Ref A,2025-04-26 15:00:00
2777,Team B,Team H,2,3,11704,Stadium Y,Ref B,2025-04-26 16:00:00
2778,Team D,Team H,3,5,45262,Stadium X,Ref B,2025-04-26 17:00:00
2779,Team D,Team E,0,3,64461,Stadium Y,Ref A,2025-04-26 18:00:00
2780,Team B,Team F,4,5,31381,Stadium Z,Ref C,2025-04-26 19:00:00
2781,Team C,Team G,3,1,20211,Stadium Y,Ref B,2025-04-26 20:00:00
2782,Team A,Team E,4,4,25996,Stadium X,Ref A,2025-04-26 21:00:00
2783,Team A,Team H,3,5,58975,Stadium Y,Ref A,2025-04-26 22:00:00
2784,Team A,Team H,2,1,11297,Stadium Z,Ref A,2025-04-26 23:00:00
2785,Team D,Team F,2,4,17853,Stadium X,Ref C,2025-04-27 00:00:00
2786,Team C,Team F,2,3,71733,Stadium Z,Ref A,2025-04-27 01:00:00
2787,Team C,Team F,0,0,44861,Stadium Y,Ref A,2025-04-27 02:00:00
2788,Team D,Team F,5,0,30967,Stadium Z,Ref C,2025-04-27 03:00:00
2789,Team B,Team G,2,0,35277,Stadium Z,Ref A,2025-04-27 04:00:00
2790,Team B,Team E,3,0,10786,Stadium Y,Ref A,2025-04-27 05:00:00
2791,Team A,Team G,0,0,28657,Stadium Y,Ref C,2025-04-27 06:00:00
2792,Team C,Team F,3,0,10748,Stadium Y,Ref B,2025-04-27 07:00:00
2793,Team B,Team H,3,0,21721,Stadium X,Ref C,2025-04-27 08:00:00
2794,Team A,Team H,0,5,23026,Stadium X,Ref C,2025-04-27 09:00:00
2795,Team B,Team F,4,4,62120,Stadium Z,Ref C,2025-04-27 10:00:00
2796,Team D,Team H,5,2,43707,Stadium X,Ref B,2025-04-27 11:00:00
2797,Team B,Team H,5,0,29300,Stadium X,Ref B,2025-04-27 12:00:00
2798,Team B,Team H,2,2,62157,Stadium Y,Ref C,2025-04-27 13:00:00
2799,Team D,Team E,0,0,38742,Stadium Y,Ref B,2025-04-27 14:00:00
2800,Team C,Team H,0,0,65939,Stadium Z,Ref C,2025-04-27 15:00:00
2801,Team A,Team F,5,4,22095,Stadium Y,Ref B,2025-04-27 16:00:00
2802,Team D,Team E,1,5,22571,Stadium X,Ref A,2025-04-27 17:00:00
2803,Team C,Team H,3,4,64900,Stadium X,Ref C,2025-04-27 18:00:00
2804,Team A,Team E,1,2,20670,Stadium Z,Ref C,2025-04-27 19:00:00
2805,Team D,Team E,3,2,13984,Stadium X,Ref A,2025-04-27 20:00:00
2806,Team D,Team G,0,5,15554,Stadium X,Ref A,2025-04-27 21:00:00
2807,Team A,Team G,3,1,40969,Stadium X,Ref B,2025-04-27 22:00:00
2808,Team C,Team H,1,4,17402,Stadium X,Ref C,2025-04-27 23:00:00
2809,Team B,Team F,4,3,44795,Stadium X,Ref C,2025-04-28 00:00:00
2810,Team C,Team G,3,0,56186,Stadium Z,Ref C,2025-04-28 01:00:00
2811,Team C,Team E,3,0,16836,Stadium Z,Ref A,2025-04-28 02:00:00
2812,Team A,Team G,5,0,19844,Stadium Z,Ref C,2025-04-28 03:00:00
2813,Team C,Team F,2,3,53864,Stadium Z,Ref C,2025-04-28 04:00:00
2814,Team D,Team F,5,5,72862,Stadium Z,Ref C,2025-04-28 05:00:00
2815,Team D,Team E,3,2,15578,Stadium Y,Ref B,2025-04-28 06:00:00
2816,Team D,Team H,5,4,12054,Stadium X,Ref B,2025-04-28 07:00:00
2817,Team B,Team F,4,0,40930,Stadium X,Ref B,2025-04-28 08:00:00
2818,Team A,Team H,4,0,27495,Stadium X,Ref A,2025-04-28 09:00:00
2819,Team A,Team G,1,3,65431,Stadium Z,Ref B,2025-04-28 10:00:00
2820,Team B,Team E,5,4,21069,Stadium Y,Ref C,2025-04-28 11:00:00
2821,Team D,Team H,2,0,25149,Stadium Y,Ref A,2025-04-28 12:00:00
2822,Team A,Team F,5,3,39120,Stadium Y,Ref B,2025-04-28 13:00:00
2823,Team B,Team H,4,4,54533,Stadium Z,Ref A,2025-04-28 14:00:00
2824,Team C,Team G,1,1,22033,Stadium X,Ref C,2025-04-28 15:00:00
2825,Team D,Team E,2,2,76643,Stadium Y,Ref C,2025-04-28 16:00:00
2826,Team D,Team G,0,5,27831,Stadium X,Ref C,2025-04-28 17:00:00
2827,Team A,Team E,5,2,53652,Stadium Y,Ref B,2025-04-28 18:00:00
2828,Team C,Team F,5,2,12898,Stadium X,Ref C,2025-04-28 19:00:00
2829,Team A,Team E,0,2,55222,Stadium Y,Ref C,2025-04-28 20:00:00
2830,Team C,Team H,2,1,29031,Stadium X,Ref B,2025-04-28 21:00:00
2831,Team D,Team H,1,2,75192,Stadium X,Ref B,2025-04-28 22:00:00
2832,Team D,Team E,3,1,27351,Stadium X,Ref A,2025-04-28 23:00:00
2833,Team A,Team G,1,1,27085,Stadium Z,Ref B,2025-04-29 00:00:00
2834,Team C,Team E,5,0,19815,Stadium Z,Ref C,2025-04-29 01:00:00
2835,Team A,Team H,0,3,12786,Stadium Z,Ref A,2025-04-29 02:00:00
2836,Team B,Team E,4,0,52045,Stadium X,Ref B,2025-04-29 03:00:00
2837,Team C,Team G,4,5,71414,Stadium Z,Ref C,2025-04-29 04:00:00
2838,Team A,Team E,4,2,45626,Stadium X,Ref A,2025-04-29 05:00:00
2839,Team D,Team E,1,0,38227,Stadium Y,Ref C,2025-04-29 06:00:00
2840,Team D,Team G,3,1,16464,Stadium Z,Ref B,2025-04-29 07:00:00
2841,Team A,Team H,5,4,58208,Stadium Y,Ref B,2025-04-29 08:00:00
2842,Team D,Team F,0,1,23656,Stadium X,Ref A,2025-04-29 09:00:00
2843,Team C,Team G,5,3,58427,Stadium X,Ref A,2025-04-29 10:00:00
2844,Team A,Team E,3,4,40051,Stadium Y,Ref A,2025-04-29 11:00:00
2845,Team D,Team F,3,5,79764,Stadium Y,Ref B,2025-04-29 12:00:00
2846,Team A,Team E,3,5,64082,Stadium X,Ref C,2025-04-29 13:00:00
2847,Team A,Team H,5,0,77711,Stadium Y,Ref B,2025-04-29 14:00:00
2848,Team A,Team G,3,5,60800,Stadium X,Ref B,2025-04-29 15:00:00
2849,Team D,Team H,1,0,62861,Stadium Z,Ref B,2025-04-29 16:00:00
2850,Team B,Team G,2,2,27531,Stadium Z,Ref B,2025-04-29 17:00:00
2851,Team C,Team E,1,5,33649,Stadium Z,Ref B,2025-04-29 18:00:00
2852,Team A,Team G,4,3,19761,Stadium X,Ref C,2025-04-29 19:00:00
2853,Team B,Team G,5,2,22441,Stadium Z,Ref B,2025-04-29 20:00:00
2854,Team A,Team G,0,5,56209,Stadium Y,Ref B,2025-04-29 21:00:00
2855,Team A,Team G,0,2,33746,Stadium X,Ref C,2025-04-29 22:00:00
2856,Team C,Team F,0,4,44370,Stadium X,Ref B,2025-04-29 23:00:00
2857,Team C,Team E,3,4,31398,Stadium Y,Ref C,2025-04-30 00:00:00
2858,Team A,Team H,5,0,78820,Stadium Z,Ref C,2025-04-30 01:00:00
2859,Team B,Team F,3,5,28327,Stadium Z,Ref A,2025-04-30 02:00:00
2860,Team C,Team E,4,3,16941,Stadium Y,Ref A,2025-04-30 03:00:00
2861,Team B,Team G,3,2,78832,Stadium Y,Ref B,2025-04-30 04:00:00
2862,Team D,Team G,4,0,67338,Stadium Z,Ref C,2025-04-30 05:00:00
2863,Team C,Team E,4,3,50581,Stadium X,Ref C,2025-04-30 06:00:00
2864,Team B,Team H,5,4,20244,Stadium Y,Ref B,2025-04-30 07:00:00
2865,Team A,Team H,5,2,13898,Stadium Y,Ref B,2025-04-30 08:00:00
2866,Team D,Team F,5,5,29339,Stadium Y,Ref C,2025-04-30 09:00:00
2867,Team B,Team F,2,1,62045,Stadium X,Ref B,2025-04-30 10:00:00
2868,Team B,Team G,5,3,36148,Stadium Y,Ref A,2025-04-30 11:00:00
2869,Team B,Team H,4,5,13916,Stadium Y,Ref A,2025-04-30 12:00:00
2870,Team D,Team G,1,3,47573,Stadium X,Ref B,2025-04-30 13:00:00
2871,Team C,Team E,4,5,42624,Stadium Y,Ref A,2025-04-30 14:00:00
2872,Team A,Team F,3,3,74880,Stadium Z,Ref B,2025-04-30 15:00:00
2873,Team A,Team F,3,3,34092,Stadium X,Ref A,2025-04-30 16:00:00
2874,Team B,Team H,3,1,44907,Stadium X,Ref A,2025-04-30 17:00:00
2875,Team A,Team F,5,3,62580,Stadium X,Ref A,2025-04-30 18:00:00
2876,Team D,Team H,2,3,58462,Stadium X,Ref B,2025-04-30 19:00:00
2877,Team B,Team E,0,0,17394,Stadium Z,Ref A,2025-04-30 20:00:00
2878,Team A,Team F,5,2,60784,Stadium Y,Ref A,2025-04-30 21:00:00
2879,Team C,Team G,3,1,73658,Stadium X,Ref B,2025-04-30 22:00:00
2880,Team D,Team E,1,1,22925,Stadium X,Ref B,2025-04-30 23:00:00
2881,Team A,Team F,1,5,47226,Stadium Z,Ref A,2025-05-01 00:00:00
2882,Team B,Team H,3,5,23064,Stadium Y,Ref A,2025-05-01 01:00:00
2883,Team A,Team H,4,1,52558,Stadium Y,Ref A,2025-05-01 02:00:00
2884,Team A,Team E,1,4,48383,Stadium Y,Ref C,2025-05-01 03:00:00
2885,Team B,Team F,1,3,73265,Stadium Z,Ref C,2025-05-01 04:00:00
2886,Team C,Team G,5,2,52829,Stadium Z,Ref C,2025-05-01 05:00:00
2887,Team C,Team F,5,2,17471,Stadium X,Ref C,2025-05-01 06:00:00
2888,Team A,Team E,3,3,21379,Stadium X,Ref C,2025-05-01 07:00:00
2889,Team C,Team G,4,3,31655,Stadium Z,Ref B,2025-05-01 08:00:00
2890,Team B,Team H,1,0,31948,Stadium Y,Ref C,2025-05-01 09:00:00
2891,Team B,Team G,0,5,45831,Stadium X,Ref B,2025-05-01 10:00:00
2892,Team C,Team G,2,1,20928,Stadium Y,Ref A,2025-05-01 11:00:00
2893,Team D,Team G,5,3,69845,Stadium Y,Ref C,2025-05-01 12:00:00
2894,Team B,Team H,1,0,77860,Stadium X,Ref C,2025-05-01 13:00:00
2895,Team C,Team G,1,3,54627,Stadium Z,Ref B,2025-05-01 14:00:00
2896,Team A,Team H,2,1,50674,Stadium Z,Ref B,2025-05-01 15:00:00
2897,Team B,Team F,4,5,76964,Stadium Y,Ref B,2025-05-01 16:00:00
2898,Team C,Team F,5,5,23849,Stadium Y,Ref C,2025-05-01 17:00:00
2899,Team A,Team E,3,5,20076,Stadium X,Ref C,2025-05-01 18:00:00
2900,Team D,Team H,3,4,21554,Stadium Y,Ref A,2025-05-01 19:00:00
2901,Team C,Team F,3,2,48300,Stadium Z,Ref C,2025-05-01 20:00:00
2902,Team C,Team G,0,4,46109,Stadium X,Ref C,2025-05-01 21:00:00
2903,Team A,Team H,5,1,72282,Stadium Z,Ref B,2025-05-01 22:00:00
2904,Team B,Team F,4,4,63743,Stadium X,Ref C,2025-05-01 23:00:00
2905,Team B,Team F,5,1,52121,Stadium Z,Ref C,2025-05-02 00:00:00
2906,Team A,Team E,2,5,65635,Stadium Z,Ref B,2025-05-02 01:00:00
2907,Team D,Team H,0,0,39381,Stadium Y,Ref A,2025-05-02 02:00:00
2908,Team B,Team H,5,0,39971,Stadium Y,Ref B,2025-05-02 03:00:00
2909,Team D,Team F,1,1,18922,Stadium Z,Ref C,2025-05-02 04:00:00
2910,Team B,Team F,2,2,22981,Stadium Y,Ref C,2025-05-02 05:00:00
2911,Team D,Team F,0,0,13449,Stadium Y,Ref B,2025-05-02 06:00:00
2912,Team C,Team F,0,0,55155,Stadium Y,Ref A,2025-05-02 07:00:00
2913,Team A,Team H,1,5,28069,Stadium Z,Ref A,2025-05-02 08:00:00
2914,Team C,Team F,1,5,75447,Stadium X,Ref B,2025-05-02 09:00:00
2915,Team C,Team H,5,4,65177,Stadium Z,Ref A,2025-05-02 10:00:00
2916,Team C,Team H,4,3,12451,Stadium Y,Ref B,2025-05-02 11:00:00
2917,Team C,Team E,2,3,24849,Stadium Y,Ref B,2025-05-02 12:00:00
2918,Team D,Team E,5,0,73662,Stadium X,Ref C,2025-05-02 13:00:00
2919,Team C,Team G,2,3,27237,Stadium Y,Ref A,2025-05-02 14:00:00
2920,Team B,Team G,1,2,23181,Stadium X,Ref B,2025-05-02 15:00:00
2921,Team D,Team E,4,1,78315,Stadium Z,Ref B,2025-05-02 16:00:00
2922,Team C,Team G,3,3,57224,Stadium X,Ref C,2025-05-02 17:00:00
2923,Team B,Team G,5,0,36458,Stadium X,Ref A,2025-05-02 18:00:00
2924,Team D,Team E,5,0,48263,Stadium Z,Ref A,2025-05-02 19:00:00
2925,Team C,Team E,0,2,69392,Stadium X,Ref A,2025-05-02 20:00:00
2926,Team B,Team F,2,0,34460,Stadium X,Ref B,2025-05-02 21:00:00
2927,Team B,Team F,0,5,29566,Stadium Y,Ref C,2025-05-02 22:00:00
2928,Team D,Team H,5,1,37868,Stadium Y,Ref B,2025-05-02 23:00:00
2929,Team C,Team G,4,5,68687,Stadium Y,Ref C,2025-05-03 00:00:00
2930,Team D,Team E,2,0,43668,Stadium Y,Ref A,2025-05-03 01:00:00
2931,Team C,Team G,0,5,75086,Stadium X,Ref C,2025-05-03 02:00:00
2932,Team B,Team F,4,5,45617,Stadium X,Ref C,2025-05-03 03:00:00
2933,Team C,Team H,1,2,20933,Stadium X,Ref C,2025-05-03 04:00:00
2934,Team C,Team F,4,3,67577,Stadium X,Ref A,2025-05-03 05:00:00
2935,Team C,Team G,4,4,79888,Stadium X,Ref C,2025-05-03 06:00:00
2936,Team C,Team G,5,5,61394,Stadium Y,Ref B,2025-05-03 07:00:00
2937,Team C,Team F,3,1,13989,Stadium X,Ref B,2025-05-03 08:00:00
2938,Team A,Team H,4,0,29829,Stadium X,Ref B,2025-05-03 09:00:00
2939,Team D,Team G,1,5,15097,Stadium Z,Ref C,2025-05-03 10:00:00
2940,Team D,Team F,0,5,12031,Stadium Y,Ref C,2025-05-03 11:00:00
2941,Team D,Team H,0,2,12711,Stadium Z,Ref C,2025-05-03 12:00:00
2942,Team A,Team F,5,3,46457,Stadium X,Ref C,2025-05-03 13:00:00
2943,Team D,Team H,3,1,77110,Stadium Z,Ref C,2025-05-03 14:00:00
2944,Team B,Team H,0,5,42723,Stadium X,Ref B,2025-05-03 15:00:00
2945,Team A,Team E,3,2,49465,Stadium X,Ref C,2025-05-03 16:00:00
2946,Team D,Team G,5,4,36432,Stadium Z,Ref C,2025-05-03 17:00:00
2947,Team B,Team G,4,2,62396,Stadium X,Ref B,2025-05-03 18:00:00
2948,Team A,Team H,5,3,77401,Stadium Z,Ref C,2025-05-03 19:00:00
2949,Team A,Team H,2,1,27186,Stadium Z,Ref A,2025-05-03 20:00:00
2950,Team B,Team F,0,2,68472,Stadium Y,Ref C,2025-05-03 21:00:00
2951,Team A,Team H,5,5,23343,Stadium X,Ref C,2025-05-03 22:00:00
2952,Team C,Team E,1,5,63798,Stadium Y,Ref A,2025-05-03 23:00:00
2953,Team B,Team F,3,4,29586,Stadium Y,Ref B,2025-05-04 00:00:00
2954,Team C,Team H,3,3,60757,Stadium Y,Ref A,2025-05-04 01:00:00
2955,Team B,Team G,1,0,76590,Stadium Y,Ref B,2025-05-04 02:00:00
2956,Team D,Team F,0,2,46301,Stadium X,Ref B,2025-05-04 03:00:00
2957,Team A,Team E,3,2,28418,Stadium X,Ref C,2025-05-04 04:00:00
2958,Team C,Team E,5,4,48292,Stadium Z,Ref B,2025-05-04 05:00:00
2959,Team C,Team E,4,3,77768,Stadium Z,Ref B,2025-05-04 06:00:00
